Name,Opp,Tournament,Date,Round,ScoreFor,ScoreAgainst,Difference,Win,Loss,Margin,Source
Tony Sim,Nigel Richards,8th Kenneth Chen Cup,26 Nov 2000,4,322 -,520,-198,1    -,4,-352,SA
Tony Sim,Nigel Richards,8th Kenneth Chen Cup,26 Nov 2000,13,333 -,569,-236,1    -,5,-588,SA
Tony Sim,Nigel Richards,4th Singapore Open Scrabble Championship,6 May 2001,15,432 -,414,+18,2    -,5,-570,SA
Tony Sim,Nigel Richards,4th Singapore Open Scrabble Championship,6 May 2001,16,242 -,504,-262,2    -,6,-832,SA
Tony Sim,Nigel Richards,"not the 9th Kenneth Chen Cup, day 1",24 Nov 2001,3,480 -,500,-20,2    -,7,-852,SA
Tony Sim,Nigel Richards,"not the 9th Kenneth Chen Cup, day 2",25 Nov 2001,8,432 -,442,-10,2    -,8,-862,SA
Tony Sim,Nigel Richards,1st Temasek Open,3 Mar 2002,4,409 -,477,-68,2    -,9,-930,SA
Tony Sim,Nigel Richards,8th Jurong Green CC - St John's Institution Annual Friendly,28 Apr 2002,6,416 -,495,-79,2    -,10,-1009,SA
Tony Sim,Nigel Richards,8th Jurong Green CC - St John's Institution Annual Friendly,28 Apr 2002,12,340 -,493,-153,2    -,11,-1162,SA
Tony Sim,Nigel Richards,5th Singapore Open Scrabble Championship,2 Jun 2002,5,445 -,477,-32,2    -,12,-1194,SA
Tony Sim,Nigel Richards,1st Lim Boon Heng Cup,1 Dec 2002,5,433 -,362,+71,3    -,12,-1123,SA
Tony Sim,Nigel Richards,1st Lim Boon Heng Cup,1 Dec 2002,13,414 -,482,-68,3    -,13,-1191,SA
Tony Sim,Nigel Richards,1st Lim Boon Heng Cup,1 Dec 2002,16,383 -,365,+18,4    -,13,-1173,SA
Tony Sim,Nigel Richards,6th Singapore Open Scrabble Championship,15 Jun 2003,7,393 -,491,-98,4    -,14,-1271,SA
Tony Sim,Nigel Richards,6th Singapore Open Scrabble Championship,15 Jun 2003,14,358 -,519,-161,4    -,15,-1432,SA
Tony Sim,Nigel Richards,2nd Harmony Cup,7 Sep 2003,16,377 -,489,-112,4    -,16,-1544,SA
Tony Sim,Nigel Richards,2nd Lim Boon Heng Cup,23 Nov 2003,9,358 -,449,-91,4    -,17,-1635,SA
Tony Sim,Nigel Richards,2nd Lim Boon Heng Cup,23 Nov 2003,13,410 -,359,+51,5    -,17,-1584,SA
Tony Sim,Nigel Richards,7th Singapore Open Scrabble Championship,6 Jun 2004,9,344 -,439,-95,5    -,18,-1679,SA
Tony Sim,Nigel Richards,3rd Lim Boon Heng Cup,21 Nov 2004,3,415 -,421,-6,5    -,19,-1685,SA
Tony Sim,Nigel Richards,4th Lim Boon Heng Cup,19 Mar 2006,4,314 -,500,-186,5    -,20,-1871,SA
Tony Sim,Nigel Richards,4th Lim Boon Heng Cup,19 Mar 2006,13,381 -,428,-47,5    -,21,-1918,SA
Tony Sim,Nigel Richards,4th Lim Boon Heng Cup,19 Mar 2006,15,412 -,502,-90,5    -,22,-2008,SA
Tony Sim,Nigel Richards,4th Lim Boon Heng Cup,19 Mar 2006,16,483 -,385,+98,6    -,22,-1910,SA
Tony Sim,Nigel Richards,10th Singapore Open Scrabble Championship,27 May 2007,4,317 -,513,-196,6    -,23,-2106,SA
Tony Sim,Nigel Richards,10th Singapore Open Scrabble Championship,27 May 2007,15,425 -,491,-66,6    -,24,-2172,SA
Tony Sim,Nigel Richards,6th Lim Boon Heng Cup,16 Mar 2008,2,431 -,410,+21,7    -,24,-2151,SA
Tony Sim,Nigel Richards,11th Singapore Open Scrabble Championship,25 May 2008,8,374 -,513,-139,7    -,25,-2290,SA
Tony Sim,Nigel Richards,7th Lim Boon Heng Cup,22 Mar 2009,4,376 -,529,-153,7    -,26,-2443,SA
Tony Sim,Nigel Richards,12th Singapore Open Scrabble Championship,31 May 2009,3,411 -,443,-32,7    -,27,-2475,SA
Tony Sim,Nigel Richards,Yew Tee Scrabble Open Championship 2009,22 Nov 2009,11,450 -,411,+39,8    -,27,-2436,SA
Tony Sim,Nigel Richards,8th Lim Boon Heng Cup,7 Mar 2010,9,394 -,551,-157,8    -,28,-2593,SA
Tony Sim,Nigel Richards,13th Singapore Open Scrabble Championship,14 Nov 2010,2,485 -,466,+19,9    -,28,-2574,SA
Tony Sim,Nigel Richards,Yew Tee Scrabble Open Championship 2010,21 Nov 2010,8,390 -,465,-75,9    -,29,-2649,SA
Tony Sim,Nigel Richards,Yew Tee Scrabble Open Championship 2010,21 Nov 2010,14,356 -,461,-105,9    -,30,-2754,SA
Tony Sim,Nigel Richards,14th Singapore Open Scrabble Championship,27 Nov 2011,2,379 -,340,+39,10    -,30,-2715,SA
Tony Sim,Nigel Richards,15th Singapore Open Scrabble Championship,18 Nov 2012,9,337 -,598,-261,10    -,31,-2976,SA
Tony Sim,Nigel Richards,Jurong Green CC Scrabble Open Championship 2013,7 Apr 2013,9,412 -,519,-107,10    -,32,-3083,SA
Tony Sim,Nigel Richards,Jurong Green CC Scrabble Open Championship 2014,30 Mar 2014,3,408 -,476,-68,10    -,33,-3151,SA
Tony Sim,Aaron Chong,14th Singapore Open Scrabble Championship,27 Nov 2011,11,367 -,398,-31,0    -,1,-31,SA
Tony Sim,Aaron Chong,Jurong Green CC mini tournament,11 Dec 2011,3,315 -,516,-201,0    -,2,-232,SA
Tony Sim,Aaron Chong,Jurong Green CC Scrabble Open Championship 2012,18 Mar 2012,10,382 -,432,-50,0    -,3,-282,SA
Tony Sim,Aaron Chong,Jurong Green CC mini tournament,12 Aug 2012,3,447 -,413,+34,1    -,3,-248,SA
Tony Sim,Aaron Chong,Grandeur 8 mini tournament,8 Sep 2012,4,423 -,425,-2,1    -,4,-250,SA
Tony Sim,Aaron Chong,Grandeur 8 mini tournament,8 Sep 2012,9,408 -,554,-146,1    -,5,-396,SA
Tony Sim,Aaron Chong,Jurong Green CC mini tournament,9 Dec 2012,6,400 -,408,-8,1    -,6,-404,SA
Tony Sim,Aaron Chong,14th SA Millennium Cup,13 Jan 2013,3,360 -,478,-118,1    -,7,-522,SA
Tony Sim,Aaron Chong,14th SA Millennium Cup,13 Jan 2013,12,394 -,492,-98,1    -,8,-620,SA
Tony Sim,Aaron Chong,Survivors Only Scrabblathon (SOS),2 Feb 2013,1,374 -,549,-175,1    -,9,-795,SA
Tony Sim,Aaron Chong,NTU WGS Scrabble Mini 2013,17 Mar 2013,3,369 -,396,-27,1    -,10,-822,SA
Tony Sim,Aaron Chong,Jurong Green CC Scrabble Open Championship 2013,7 Apr 2013,5,409 -,463,-54,1    -,11,-876,SA
Tony Sim,Aaron Chong,Jurong Green CC Scrabble Open Championship 2014,30 Mar 2014,2,482 -,379,+103,2    -,11,-773,SA
Tony Sim,Vannitha Bala,5th Singapore Open Scrabble Championship,2 Jun 2002,3,437 -,380,+57,1    -,0,+57,SA
Tony Sim,Yeo Kian Hung Henry,4th SA Millennium Cup,26 Jan 2003,5,400 -,370,+30,1    -,0,+30,SA
Tony Sim,Yeo Kian Hung Henry,4th SA Millennium Cup,26 Jan 2003,14,515 -,322,+193,2    -,0,+223,SA
Tony Sim,Yeo Kian Hung Henry,2nd Temasek Open,16 Mar 2003,4,453 -,467,-14,2    -,1,+209,SA
Tony Sim,Yeo Kian Hung Henry,2nd Temasek Open,16 Mar 2003,13,471 -,372,+99,3    -,1,+308,SA
Tony Sim,Yeo Kian Hung Henry,6th Singapore Open Scrabble Championship,15 Jun 2003,3,533 -,274,+259,4    -,1,+567,SA
Tony Sim,Yeo Kian Hung Henry,2nd Harmony Cup,7 Sep 2003,2,404 -,382,+22,5    -,1,+589,SA
Tony Sim,Yeo Kian Hung Henry,2nd Lim Boon Heng Cup,23 Nov 2003,2,362 -,367,-5,5    -,2,+584,SA
Tony Sim,Yeo Kian Hung Henry,7th Singapore Open Scrabble Championship,6 Jun 2004,6,460 -,347,+113,6    -,2,+697,SA
Tony Sim,Yeo Kian Hung Henry,Teck Ghee Zone B Residents' Committee mini tournament,5 Jun 2005,3,360 -,377,-17,6    -,3,+680,SA
Tony Sim,Yeo Kian Hung Henry,8th Singapore Open Scrabble Championship,30 Oct 2005,10,478 -,324,+154,7    -,3,+834,SA
Tony Sim,Yeo Kian Hung Henry,8th Singapore Open Scrabble Championship,30 Oct 2005,13,346 -,362,-16,7    -,4,+818,SA
Tony Sim,Yeo Kian Hung Henry,4th Lim Boon Heng Cup,19 Mar 2006,10,437 -,426,+11,8    -,4,+829,SA
Tony Sim,Yeo Kian Hung Henry,Grandeur 8 mini tournament,27 Aug 2006,4,370 -,400,-30,8    -,5,+799,SA
Tony Sim,Yeo Kian Hung Henry,Jurong Green CC mini tournament,15 Oct 2006,1,281 -,442,-161,8    -,6,+638,SA
Tony Sim,Yeo Kian Hung Henry,5th Lim Boon Heng Cup,18 Mar 2007,3,403 -,412,-9,8    -,7,+629,SA
Tony Sim,Yeo Kian Hung Henry,5th Lim Boon Heng Cup,18 Mar 2007,15,410 -,343,+67,9    -,7,+696,SA
Tony Sim,Yeo Kian Hung Henry,5th Lim Boon Heng Cup,18 Mar 2007,16,353 -,406,-53,9    -,8,+643,SA
Tony Sim,Yeo Kian Hung Henry,9th SA Millennium Cup,27 Jan 2008,1,418 -,510,-92,9    -,9,+551,SA
Tony Sim,Yeo Kian Hung Henry,10th SA Millennium Cup,1 Mar 2009,5,392 -,404,-12,9    -,10,+539,SA
Tony Sim,Yeo Kian Hung Henry,10th SA Millennium Cup,1 Mar 2009,14,461 -,438,+23,10    -,10,+562,SA
Tony Sim,Yeo Kian Hung Henry,12th Singapore Open Scrabble Championship,31 May 2009,8,370 -,452,-82,10    -,11,+480,SA
Tony Sim,Yeo Kian Hung Henry,8th Lim Boon Heng Cup,7 Mar 2010,12,425 -,387,+38,11    -,11,+518,SA
Tony Sim,Yeo Kian Hung Henry,9th Lim Boon Heng Cup,13 Mar 2011,6,361 -,433,-72,11    -,12,+446,SA
Tony Sim,Yeo Kian Hung Henry,Jurong Green CC mini tournament,15 May 2011,5,447 -,381,+66,12    -,12,+512,SA
Tony Sim,Yeo Kian Hung Henry,14th Singapore Open Scrabble Championship,27 Nov 2011,4,371 -,495,-124,12    -,13,+388,SA
Tony Sim,Yeo Kian Hung Henry,Jurong Green CC Scrabble Open Championship 2012,18 Mar 2012,12,544 -,374,+170,13    -,13,+558,SA
Tony Sim,Yeo Kian Hung Henry,Bishan Heights RC mini tournament,27 May 2012,9,327 -,493,-166,13    -,14,+392,SA
Tony Sim,Yeo Kian Hung Henry,Oktobertilefest Scrabblemini,6 Oct 2012,2,513 -,420,+93,14    -,14,+485,SA
Tony Sim,Yeo Kian Hung Henry,Oktobertilefest Scrabblemini,6 Oct 2012,10,463 -,423,+40,15    -,14,+525,SA
Tony Sim,Yeo Kian Hung Henry,15th Singapore Open Scrabble Championship,18 Nov 2012,11,460 -,489,-29,15    -,15,+496,SA
Tony Sim,Yeo Kian Hung Henry,Survivors Only Scrabblathon (SOS),2 Feb 2013,2,341 -,461,-120,15    -,16,+376,SA
Tony Sim,Yeo Kian Hung Henry,Survivors Only Scrabblathon (SOS),2 Feb 2013,8,463 -,352,+111,16    -,16,+487,SA
Tony Sim,Yeo Kian Hung Henry,Grandeur 8 mini tournament,8 Sep 2013,3,491 -,478,+13,17    -,16,+500,SA
Tony Sim,Yeo Kian Hung Henry,Jurong Green CC Scrabble Open Championship 2014,30 Mar 2014,7,423 -,395,+28,18    -,16,+528,SA
Tony Sim,Martin Teo,Survivors Only Scrabblathon (SOS),16 Apr 2011,8,407 -,394,+13,1    -,0,+13,SA
Tony Sim,Jocelyn Lor,2nd Caldecott Recreation Club Regional Championship,26 Apr 1998,6,432 -,310,+122,1    -,0,+122,SA
Tony Sim,Jocelyn Lor,4th Hong Kah East CC - St John's Institution Annual Friendly,31 May 1998,6,343 -,442,-99,1    -,1,+23,SA
Tony Sim,Jocelyn Lor,6th Kenneth Chen Cup,29 Nov 1998,4,319 -,380,-61,1    -,2,-38,SA
Tony Sim,Jocelyn Lor,7th Kenneth Chen Cup,5 Dec 1999,12,467 -,331,+136,2    -,2,+98,SA
Tony Sim,Jocelyn Lor,3rd Singapore Open Scrabble Championship,21 May 2000,6,343 -,329,+14,3    -,2,+112,SA
Tony Sim,Jocelyn Lor,3rd Singapore Open Scrabble Championship,21 May 2000,13,335 -,401,-66,3    -,3,+46,SA
Tony Sim,Jocelyn Lor,Mind Sports Olympiad,10 Sep 2000,5,428 -,382,+46,4    -,3,+92,SA
Tony Sim,Jocelyn Lor,4th Singapore Open Scrabble Championship,6 May 2001,3,410 -,427,-17,4    -,4,+75,SA
Tony Sim,Jocelyn Lor,1st Temasek Open,3 Mar 2002,9,448 -,364,+84,5    -,4,+159,SA
Tony Sim,Jocelyn Lor,5th Singapore Open Scrabble Championship,2 Jun 2002,4,437 -,408,+29,6    -,4,+188,SA
Tony Sim,Jocelyn Lor,1st Lim Boon Heng Cup,1 Dec 2002,4,408 -,366,+42,7    -,4,+230,SA
Tony Sim,Jocelyn Lor,2nd Temasek Open,16 Mar 2003,11,430 -,403,+27,8    -,4,+257,SA
Tony Sim,Jocelyn Lor,2nd Harmony Cup,7 Sep 2003,15,293 -,387,-94,8    -,5,+163,SA
Tony Sim,Jocelyn Lor,2nd Lim Boon Heng Cup,23 Nov 2003,10,326 -,394,-68,8    -,6,+95,SA
Tony Sim,Jocelyn Lor,2nd Lim Boon Heng Cup,23 Nov 2003,16,384 -,468,-84,8    -,7,+11,SA
Tony Sim,Jocelyn Lor,7th Singapore Open Scrabble Championship,6 Jun 2004,8,418 -,374,+44,9    -,7,+55,SA
Tony Sim,Jocelyn Lor,4th Lim Boon Heng Cup,19 Mar 2006,12,515 -,310,+205,10    -,7,+260,SA
Tony Sim,Jocelyn Lor,9th Singapore Open Scrabble Championship,28 May 2006,4,433 -,335,+98,11    -,7,+358,SA
Tony Sim,Jocelyn Lor,9th SA Millennium Cup,27 Jan 2008,11,462 -,492,-30,11    -,8,+328,SA
Tony Sim,Jocelyn Lor,6th Lim Boon Heng Cup,16 Mar 2008,7,390 -,459,-69,11    -,9,+259,SA
Tony Sim,Jocelyn Lor,7th Lim Boon Heng Cup,22 Mar 2009,9,381 -,346,+35,12    -,9,+294,SA
Tony Sim,Jocelyn Lor,12th Singapore Open Scrabble Championship,31 May 2009,10,404 -,325,+79,13    -,9,+373,SA
Tony Sim,Jocelyn Lor,8th Lim Boon Heng Cup,7 Mar 2010,2,393 -,423,-30,13    -,10,+343,SA
Tony Sim,Jocelyn Lor,13th Singapore Open Scrabble Championship,14 Nov 2010,11,428 -,334,+94,14    -,10,+437,SA
Tony Sim,Jocelyn Lor,Survivors Only Scrabblathon (SOS),16 Apr 2011,9,511 -,396,+115,15    -,10,+552,SA
Tony Sim,Jocelyn Lor,Survivors Only Scrabblathon (SOS),16 Apr 2011,11,446 -,359,+87,16    -,10,+639,SA
Tony Sim,Jocelyn Lor,Jurong Green CC mini tournament,14 Aug 2011,4,370 -,449,-79,16    -,11,+560,SA
Tony Sim,Jocelyn Lor,Jurong Green CC Scrabble Open Championship 2012,18 Mar 2012,1,545 -,345,+200,17    -,11,+760,SA
Tony Sim,Jocelyn Lor,Jurong Green CC mini tournament,12 Aug 2012,6,420 -,352,+68,18    -,11,+828,SA
Tony Sim,Jocelyn Lor,Jurong Green CC Scrabble Open Championship 2013,7 Apr 2013,4,462 -,444,+18,19    -,11,+846,SA
Tony Sim,Jocelyn Lor,Jurong Green CC Scrabble Open Championship 2013,7 Apr 2013,16,394 -,417,-23,19    -,12,+823,SA
Tony Sim,Jocelyn Lor,mini,1 Dec 2013,9,371 -,376,-5,19    -,13,+818,SA
Tony Sim,Jocelyn Lor,mini,1 Dec 2013,10,404 -,420,-16,19    -,14,+802,SA
Tony Sim,Tan Jin Chor,2nd Caldecott Recreation Club Regional Championship,26 Apr 1998,14,449 -,272,+177,1    -,0,+177,SA
Tony Sim,Tan Jin Chor,2nd Caldecott Recreation Club Regional Championship,26 Apr 1998,16,418 -,360,+58,2    -,0,+235,SA
Tony Sim,Tan Jin Chor,Mind Sports Olympiad,10 Sep 2000,15,507 -,370,+137,3    -,0,+372,SA
Tony Sim,Tan Jin Chor,"not the 9th Kenneth Chen Cup, day 1",24 Nov 2001,4,537 -,283,+254,4    -,0,+626,SA
Tony Sim,Tan Jin Chor,"not the 9th Kenneth Chen Cup, day 2",25 Nov 2001,5,463 -,436,+27,5    -,0,+653,SA
Tony Sim,Tan Jin Chor,7th Singapore Open Scrabble Championship,6 Jun 2004,5,438 -,374,+64,6    -,0,+717,SA
Tony Sim,Tan Jin Chor,9th Singapore Open Scrabble Championship,28 May 2006,11,412 -,353,+59,7    -,0,+776,SA
Tony Sim,Tan Jin Chor,8th Lim Boon Heng Cup,7 Mar 2010,3,427 -,430,-3,7    -,1,+773,SA
Tony Sim,Tan Jin Chor,9th Lim Boon Heng Cup,13 Mar 2011,1,544 -,407,+137,8    -,1,+910,SA
Tony Sim,Tan Jin Chor,14th Singapore Open Scrabble Championship,27 Nov 2011,12,388 -,460,-72,8    -,2,+838,SA
Tony Sim,Tan Jin Chor,15th Singapore Open Scrabble Championship,18 Nov 2012,1,425 -,345,+80,9    -,2,+918,SA
Tony Sim,Alex Tan,2nd Caldecott Recreation Club Regional Championship,26 Apr 1998,2,366 -,323,+43,1    -,0,+43,SA
Tony Sim,Alex Tan,8th Kenneth Chen Cup,26 Nov 2000,3,465 -,275,+190,2    -,0,+233,SA
Tony Sim,Alex Tan,1st Temasek Open,3 Mar 2002,2,456 -,308,+148,3    -,0,+381,SA
Tony Sim,Alex Tan,8th Jurong Green CC - St John's Institution Annual Friendly,28 Apr 2002,2,509 -,347,+162,4    -,0,+543,SA
Tony Sim,Alex Tan,4th SA Millennium Cup,26 Jan 2003,4,366 -,398,-32,4    -,1,+511,SA
Tony Sim,Alex Tan,4th SA Millennium Cup,26 Jan 2003,13,313 -,380,-67,4    -,2,+444,SA
Tony Sim,Alex Tan,2nd Temasek Open,16 Mar 2003,16,505 -,381,+124,5    -,2,+568,SA
Tony Sim,Alex Tan,13th Singapore Open Scrabble Championship,14 Nov 2010,13,387 -,470,-83,5    -,3,+485,SA
Tony Sim,Alex Tan,9th Lim Boon Heng Cup,13 Mar 2011,8,387 -,419,-32,5    -,4,+453,SA
Tony Sim,Alex Tan,9th Lim Boon Heng Cup,13 Mar 2011,14,485 -,336,+149,6    -,4,+602,SA
Michael Tang,Nigel Richards,3rd Singapore Open Scrabble Championship,21 May 2000,10,296 -,625,-329,0    -,1,-329,SA
Michael Tang,Nigel Richards,3rd Singapore Open Scrabble Championship,21 May 2000,16,401 -,486,-85,0    -,2,-414,SA
Michael Tang,Nigel Richards,Mind Sports Olympiad,10 Sep 2000,17,375 -,457,-82,0    -,3,-496,SA
Michael Tang,Nigel Richards,8th Kenneth Chen Cup,26 Nov 2000,3,394 -,461,-67,0    -,4,-563,SA
Michael Tang,Nigel Richards,4th Singapore Open Scrabble Championship,6 May 2001,8,503 -,496,+7,1    -,4,-556,SA
Michael Tang,Nigel Richards,4th Singapore Open Scrabble Championship,6 May 2001,14,400 -,481,-81,1    -,5,-637,SA
Michael Tang,Nigel Richards,"not the 9th Kenneth Chen Cup, day 1",24 Nov 2001,5,360 -,523,-163,1    -,6,-800,SA
Michael Tang,Nigel Richards,1st Temasek Open,3 Mar 2002,2,473 -,411,+62,2    -,6,-738,SA
Michael Tang,Nigel Richards,1st Lim Boon Heng Cup,1 Dec 2002,9,415 -,349,+66,3    -,6,-672,SA
Michael Tang,Nigel Richards,6th Singapore Open Scrabble Championship,15 Jun 2003,12,309 -,484,-175,3    -,7,-847,SA
Michael Tang,Nigel Richards,10th Singapore Open Scrabble Championship,27 May 2007,1,354 -,444,-90,3    -,8,-937,SA
Michael Tang,Nigel Richards,11th Singapore Open Scrabble Championship,25 May 2008,5,460 -,527,-67,3    -,9,-1004,SA
Michael Tang,Nigel Richards,12th Singapore Open Scrabble Championship,31 May 2009,10,489 -,372,+117,4    -,9,-887,SA
Michael Tang,Nigel Richards,Yew Tee Scrabble Open Championship 2009,22 Nov 2009,7,350 -,547,-197,4    -,10,-1084,SA
Michael Tang,Nigel Richards,8th Lim Boon Heng Cup,7 Mar 2010,8,356 -,397,-41,4    -,11,-1125,SA
Michael Tang,Nigel Richards,8th Lim Boon Heng Cup,7 Mar 2010,16,305 -,431,-126,4    -,12,-1251,SA
Michael Tang,Nigel Richards,13th Singapore Open Scrabble Championship,14 Nov 2010,12,399 -,454,-55,4    -,13,-1306,SA
Michael Tang,Nigel Richards,Yew Tee Scrabble Open Championship 2010,21 Nov 2010,3,421 -,477,-56,4    -,14,-1362,SA
Michael Tang,Nigel Richards,Jurong Green CC Scrabble Open Championship 2014,30 Mar 2014,8,333 -,589,-256,4    -,15,-1618,SA
Michael Tang,Aaron Chong,Jurong Green CC Scrabble Open Championship 2012,18 Mar 2012,8,339 -,406,-67,0    -,1,-67,SA
Michael Tang,Aaron Chong,Grandeur 8 mini tournament,8 Sep 2012,1,347 -,473,-126,0    -,2,-193,SA
Michael Tang,Aaron Chong,Survivors Only Scrabblathon (SOS),2 Feb 2013,4,404 -,514,-110,0    -,3,-303,SA
Michael Tang,Aaron Chong,NTU WGS Scrabble Mini 2013,17 Mar 2013,1,372 -,382,-10,0    -,4,-313,SA
Michael Tang,Aaron Chong,Jurong Green CC Scrabble Open Championship 2014,30 Mar 2014,7,406 -,429,-23,0    -,5,-336,SA
Michael Tang,Vannitha Bala,5th Singapore Open Scrabble Championship,2 Jun 2002,9,326 -,458,-132,0    -,1,-132,SA
Michael Tang,Yeo Kian Hung Henry,4th SA Millennium Cup,26 Jan 2003,7,425 -,395,+30,1    -,0,+30,SA
Michael Tang,Yeo Kian Hung Henry,4th SA Millennium Cup,26 Jan 2003,16,503 -,261,+242,2    -,0,+272,SA
Michael Tang,Yeo Kian Hung Henry,2nd Temasek Open,16 Mar 2003,6,435 -,345,+90,3    -,0,+362,SA
Michael Tang,Yeo Kian Hung Henry,7th Singapore Open Scrabble Championship,6 Jun 2004,10,464 -,340,+124,4    -,0,+486,SA
Michael Tang,Yeo Kian Hung Henry,8th Singapore Open Scrabble Championship,30 Oct 2005,3,371 -,457,-86,4    -,1,+400,SA
Michael Tang,Yeo Kian Hung Henry,Grandeur 8 mini tournament,27 Aug 2006,1,287 -,451,-164,4    -,2,+236,SA
Michael Tang,Yeo Kian Hung Henry,Jurong Green CC mini tournament,15 Oct 2006,4,431 -,365,+66,5    -,2,+302,SA
Michael Tang,Yeo Kian Hung Henry,9th SA Millennium Cup,27 Jan 2008,6,392 -,365,+27,6    -,2,+329,SA
Michael Tang,Yeo Kian Hung Henry,12th Singapore Open Scrabble Championship,31 May 2009,9,359 -,450,-91,6    -,3,+238,SA
Michael Tang,Yeo Kian Hung Henry,8th Lim Boon Heng Cup,7 Mar 2010,11,419 -,364,+55,7    -,3,+293,SA
Michael Tang,Yeo Kian Hung Henry,Jurong Green CC Scrabble Open Championship 2012,18 Mar 2012,10,304 -,481,-177,7    -,4,+116,SA
Michael Tang,Yeo Kian Hung Henry,Jurong Green CC Scrabble Open Championship 2012,18 Mar 2012,16,393 -,481,-88,7    -,5,+28,SA
Michael Tang,Yeo Kian Hung Henry,Bishan Heights RC mini tournament,27 May 2012,5,495 -,358,+137,8    -,5,+165,SA
Michael Tang,Yeo Kian Hung Henry,Oktobertilefest Scrabblemini,6 Oct 2012,4,306 -,478,-172,8    -,6,-7,SA
